epoch,batch_loss,batch_acc,val_loss,val_acc
67,0.4780306816101074,0.9270833134651184,0.2854434847831726,1.0
68,0.4778538942337036,0.9322916865348816,0.28145456314086914,1.0
69,0.4745974838733673,0.9270833134651184,0.27784380316734314,1.0
70,0.474554181098938,0.9375,0.2743123769760132,1.0
71,0.47072625160217285,0.9270833134651184,0.27097973227500916,1.0
72,0.4708491563796997,0.9322916865348816,0.26731187105178833,1.0
73,0.4643036127090454,0.9375,0.264055460691452,1.0
74,0.4473918378353119,0.9322916865348816,0.261060506105423,1.0
75,0.4588049352169037,0.9479166865348816,0.2574196755886078,1.0
76,0.4531298875808716,0.9479166865348816,0.2542039453983307,1.0
77,0.4478026330471039,0.9479166865348816,0.250963032245636,1.0
78,0.4443889558315277,0.9427083134651184,0.2479211390018463,1.0
79,0.43945956230163574,0.953125,0.24534264206886292,1.0
80,0.4411561191082001,0.9427083134651184,0.2427830994129181,1.0
81,0.4256918430328369,0.9479166865348816,0.24062006175518036,1.0
82,0.4376648962497711,0.9322916865348816,0.23787739872932434,1.0
83,0.4313756227493286,0.953125,0.2354535609483719,1.0
84,0.4247407913208008,0.9427083134651184,0.23307612538337708,1.0
85,0.41769781708717346,0.9322916865348816,0.23065893352031708,1.0
86,0.420158714056015,0.9479166865348816,0.2282027006149292,1.0
87,0.4132886826992035,0.9479166865348816,0.22612233459949493,1.0
88,0.41371652483940125,0.9375,0.22390615940093994,1.0
89,0.4100353717803955,0.9583333134651184,0.22209692001342773,1.0
90,0.40938448905944824,0.953125,0.220173642039299,1.0
91,0.39380350708961487,0.953125,0.21857592463493347,1.0
92,0.3986835181713104,0.953125,0.21691468358039856,1.0
93,0.3999525010585785,0.96875,0.21533742547035217,1.0
94,0.38759955763816833,0.9739583134651184,0.21374166011810303,1.0
95,0.3992392122745514,0.9739583134651184,0.21174120903015137,1.0
96,0.38075628876686096,0.9791666865348816,0.2099355012178421,1.0
97,0.38953307271003723,0.9791666865348816,0.2080063819885254,1.0
98,0.38356247544288635,0.9791666865348816,0.20615419745445251,1.0
99,0.3765164911746979,0.984375,0.20461373031139374,1.0
100,0.37361565232276917,0.984375,0.20284223556518555,1.0
